,name,price_current,price_original,reviews_number,seller,score,brand,Series,Color,height_cm,width_cm,screen_size_in,resolution_x,resolution_y,proc_brand,Tipo de procesador,proc_speed_ghz,ram,Tecnología de la memoria,ram_type,ram_max,memory,Descripción del disco duro,memory_interface,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,gpu_ram,gpu_interface,Tipo de conexión inalámbrica,usb_2,usb_3,Tipo de unidad óptica,os,battery_wh,battery_cells,weight_kg,Número de modelo del producto,since
56,"ASUS ZenBook Flip 14 Ultra Slim Convertible Laptop, 14"" Full HD Wideview, 8th Gen Intel Core i7-8565U Processor, 16GB LPDDR3, 512GB NVMe PCIe SSD, GeForce MX150, Stylus, Windows 10 - UX461FN-DH74T",31699.0,,73,Asus,3.9,Asus,ASUS,,0.13,22.6,14.0,,,Intel,Intel Core i7,4.6,16,DDR3,,16.0,512,,Solid State,NVIDIA GeForce MX150,,GDDR5,,PCI-E,802.11a/b/g/n/ac,,2,None,Windows 10 Home,57,3.0,2.7,UX461FN-DH74T,2018-12-01
57,"Lenovo Ideapad L340 - Laptop de Juego con Microsoft Office Home y Student 2019, Portátil , Negro, 15.6""",24290.14,,454,Lenovo,4.4,Lenovo,L340 Gaming,Black,0.24,25.5,16.0,1600,1200,Intel,Intel Core i5,2.4,8,,SODIMM,8.0,512,,Solid State,NVIDIA GeForce,,GDDR5,,Integrado,Bluetooth,,,None,Windows 10,45,3.0,3.2,81LK00HDUS,2019-09-06
58,Lenovo Ideapad 530S Laptop de 14 Pulgadas,21388.12,,2,Lenovo,4.5,Lenovo,IdeaPad 530s,Negro,0.15,32.3,14.0,,,AMD,Ryzen 5 2500U,2.0,8,,,16.0,,,Solid State,AMD Radeon Vega 8,,DDR4 SDRAM,,Integrado,802.11ac,,,None,Windows 10,45,4.0,2.1,81H1000SUS,2018-10-12
59,"ASUS VivoBook BR349T. Intel Core i7. 8GB RAM. 1TB HDD. Windows 10. 15.6"". Gris",,,12,Asus,3.4,Asus,ASUS X Series,Grey,0.19,36.1,16.0,,,Intel,Intel Core i7,2.5,8,DDR3,DDR4,16.0,1000,,,,nvidia_geforce_940mx,,,,802.11bgn,,1,,Windows 10,65,,2.7,X510UQ-BR349T,2018-03-26
60,"Dell I3480_i541TBW10s_120 Notebook_Computer,, 14inches, Intel Core_i5 3.9GHz, 4GB,, 1000GB, Windows 10,",14249.01,,5,Dell,2.8,Dell,Inspiron,,0.1,33.9,14.0,,,Intel,Intel Core i5,3.9,4,,,4.0,1000,,,,,,,,802.11ac,,2,,Windows 10,42,3.0,2.5,I3480_i541TBW10s_120,2019-02-18
61,"Asus Chromebook Flip C436 2-in-1 Laptop, 14"" Touchscreen FHD 4-Way NanoEdge, Intel Core i3-10110U, 128GB PCIe SSD, Fingerprint, Backlit KB, Wi-Fi 6, Chrome OS, C436FA-DS388T, Magnesium-Alloy, Silver",22413.64,,2,Asus,3.0,Asus,Chromebook Flip,,0.14,20.6,14.0,,,Intel,Intel Core i3,4.1,8,,DDR3,8.0,,,,Intel UHD Graphics,Integrated,Shared,,Integrado,"802.11ax, Bluetooth",,,No Optical Drive,Chrome OS,42,3.0,2.7,C436FA-DS388T,2020-02-24
62,"Lenovo Legion Y740-15IRH NOTEBOOK_COMPUTER,Bluetooth+ Wi-Fi,15.6inches,Intel core_i7 2.6GHz,16GB,DDR3,1000GB,Windows 10,Negro",44099.0,69999.0,1,Lenovo,5.0,Lenovo,Legion Y740-15IRH,Negro,26.7,0.23,16.0,,,Intel,Intel Core i7,2.6,16,DDR3,DDR4,32.0,1000,,,,nvidia_geforce_gtx,,,PCI,802.11bgn,,1,None,Windows 10,5,3.0,4.6,Legion Y740-15IRH,2019-08-26
63,"Laptop Dell Inspiron 5391, Pantalla 13.3"", Procesador Core i5 10a. Gen, 8GB RAM, 256 SSD, WIN 10, Color Plata, I5391_i58256SW10s_520",20699.0,,,Dell,,Dell,Inspiron Notebooks,,0.07,30.8,13.0,,,Intel,Intel Core i5,4.4,8,,,16.0,,,,,,,,,802.11ac,,,,Windows 10,45,4.0,2.0,I5391_i58256SW10s_520,2019-09-23
64,"Dell Inspiron I5480 Pantalla 15.6”, Intel Core i5, 8 GB RAM, 256 GB SSD, NVIDIA GeForce MX250 2GB, Windows 10",21099.0,,2,Dell,5.0,Dell,Inspiron 14 5000,Gris/Negro,0.08,32.4,14.0,,,Intel,Intel Core i5,3.9,8,,,32.0,,,,NVIDIA GeForce MX250,,,,,802.11ac,,,,Windows 10,42,3.0,2.3,I5480_i58252GSW10s_120,2019-08-05
65,"ASUS Chromebook Flip C302CA-DH54 Gris, Plata 31.8 cm (12.5"") 1920 x 1080 Pixeles Pantalla táctil 1.1 GHz Intel® Core™ M m5-6Y54 - Ordenador portátil (Intel® Core™ M, 1.1 GHz, 31.8 cm (12.5""), 1920 x 1080 Pixeles, 4 GB, 64 GB)",13799.0,,1812,Asus,4.1,Asus,C302CA-DH54,"Gris, Plata",0.13,21.1,12.0,1920,1080,Intel,Athlon Dual Core,1.1,4,A bordo,DDR3,4.0,64,Flash Memory Solid State,Solid State,Intel HD Graphics,No disponible,DDR3 SDRAM,,Integrado,802.11ac,,2,No,Chrome OS,39,2.0,1.9,C302CA-DH54,2017-08-18
66,"HP 15-da053wm Plata Portátil 39.6 cm (15.6"") 1366 x 768 Pixeles Pantalla táctil 1.60 GHz 8ª generación de procesadores Intel® Core™ i5 i5-8250U - Ordenador portátil (8ª generación de procesadores Intel® Core™ i5, 1.60 GHz, 39.6 cm (15.6""), 1366 x 768 Pixeles, 4 GB, 1000 GB)",15519.0,,14,HP,4.1,HP,15-da053wm,Plata,0.23,24.6,16.0,1366,768,,Intel Core i7,1.6,4,DDR4-SDRAM,DDR,,1000,,Serial ATA,,No disponible,,,Integrado,"802.11b, 802.11g",1,,DVD±RW,Windows 10 Home,41,3.0,2.8,4AL72UA,2018-05-29
67,"Asus VivoBook S17 S712 FHD, Intel Core i7-10510U CPU, 8GB DDR4 RAM, 256GB PCIe NVMe SSD + 1TB HDD, Windows 10 Home, S712FA-DS76, Color Plateado Transparente",22395.97,,3260,Asus,4.1,Asus,VivoBook S17,,0.2,25.6,17.0,,,Intel,,,8,DDR4,DDR4,16.0,,,,Intel UHD Graphics,Integrated,Shared,,Integrado,"802.11ac, Bluetooth",2,,No Optical Drive,Windows 10 Home,47,3.0,3.3,S712FA-DS76,2020-02-12
68,"Asus Chromebook C425 Clamshell Laptop, 14"" FHD 4-Way NanoEdge, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit KB, Silver, Chrome OS, C425TA-DH384",16150.0,,378,Asus,4.3,Asus,Chromebook C425,,0.18,20.8,14.0,,,Intel,core_m,3.4,8,LPDDR3,DDR3,8.0,64,,Solid State,Intel HD Graphics 615,Integrated,Shared,,Integrado,"802.11a/b/g/n/ac, Bluetooth",,,No Optical Drive,Chrome OS,48,3.0,2.3,C425TA-DH384,2019-11-07
69,"MSI Prestige 14 A10SC-051 White 14"" Ultra Delgado y Ligero Profesional, 14""|MX250|i5-10210U|8GB|512GB NVMe, 14-14.99 Inches",25186.96,,7,MSI,3.7,MSI,Modern 14 A10RB-459,,0.16,22.2,14.0,,,Intel,,,8,DDR4,SODIMM,128.0,512,,PCIE x 4,,Dedicated,GDDR5,,PCI-E,802.11ac,2,,No Optical Drive,Windows 10 Pro,4000,4.0,3.0,Modern 14 A10RB-459,2019-08-29
70,"Lenovo Laptop IdeaPad L340-15API 15.6"", AMD RYZEN 7, RAM 8GB,2TB HDD Black",15999.0,,1,Lenovo,5.0,Lenovo,Ideapad L340-15API,Negro,0.23,36.3,,,,,,,,,,,,,,,,,,,,,,,,4000,4.0,2.5,L340-15API,2020-02-05
71,"LAPTOP GAMING DELL ALIENWARE M15 15.6"", GEFORCE RTX 2070,  CORE i7 8 Gen. RAM 16GB, 1TB DD + 256SSD PLATA (A15OR_i716125670W10s_120)",61599.0,,,Alienware,,Alienware,Alienware m15,,0.1,36.3,16.0,,,Intel,Intel Core i7,4.1,16,,,16.0,1000,,,NVIDIA GeForce RTX 2070,,,,,802.11ac,,,,Windows 10,60,3.0,4.8,A15OR_i716125670W10s_120,2019-02-25
72,"Dell I7380_i5825SW10s_219 Laptop 13.3"", Intel Corei5  3.9GHz, 8GB RAM, 256GB SSD, Windows 10, color Plateado",20699.01,,2,Dell,3.5,Dell,Inspiron,Plateado,0.1,31.0,13.0,,,Intel,Intel Core i5,3.9,8,,,8.0,,,,,,,,,802.11ac,,,,Windows 10,38,3.0,2.1,I7380_i5825SW10s_219,2018-09-03
73,"HP 2019 14"" Laptop - Intel Core i3 - 8GB Memory - 128GB Solid State Drive - Ash Silver Keyboard Frame (14-CF0014DX)",,,650,HP,4.3,HP,,,5.1,57.4,14.0,,,Intel,Intel Core i3,2.4,8,,DDR4,128.0,1,,,,,,,AGP,"802.11b/g, 802.11bgn, 802.11b",1,,None,Windows 10,41,3.0,2.0,14-CF0014DX,2018-12-01
74,"Lenovo Thinkpad E590_8_256_HD Parent, Negro, 16GB/512GB PCIe SSD",,,154,Lenovo,4.1,Lenovo,E590 Notebook PC,Negro,0.2,36.9,16.0,1366,768,Intel,Intel Core i5,1.6,16,DDR4,DDR4,,512,,PCIE x 4,Intel UHD Graphics 620,,,,,"802.11ac, Bluetooth",1,,,Windows 10 Pro,5,3.0,2.8,E590 Business Laptop,2019-06-29
75,"Laptop Asus S510UA-DS7 15.6""  8GB RAM 1128 GB HDD Intel HD Graphics 620  Windows 10, teclado en inglés - Color oro",19999.0,,205,Asus,4.3,Asus,ASUS,Oro,0.18,24.4,16.0,1920,1080,AMD,Athlon Dual Core,1.8,8,DDR4-SDRAM,DDR4,16.0,1128,Hybrid Drive,Serial ATA,Intel HD Graphics 620,No disponible,,,Integrado,"802.11a/b/g/n/ac, Bluetooth",2,2,No,Windows 10,42,3.0,2.5,S510UA-DS71,2018-01-24
76,"Panasonic Toughbook CF-31 3ª generación, 8 GB | 240 SSD",12478.27,,16,Amazon Renewed,4.3,Toughbook,CF-31,,,,13.0,,,Intel,Core i5-3340M,2.7,8,DDR3,DDR3,,240,,Serial ATA-300,Intel HD Graphics,Integrated,,,,Bluetooth,,,,Windows 10,87,1.0,4.9,CF-31,2019-03-07
77,"HP Probook 440 Laptop, 8GB | 256GB SSD | 14 Inch",14499.0,,4,HP,3.7,HP,ProBook 440 Commercial Notebook PC,,0.2,33.6,14.0,1920,1080,Intel,Intel Core i5,2.5,8,DDR4,DDR4,256.0,256,,Solid State,Intel HD Graphics 620,Integrated,72-Pin EDO SIMM Memory,,AGP,"802.11ac, Bluetooth",,,BD-R,Windows 10 Professoinal,48,3.0,2.2,ProBook 440 G5 Business Laptop,2019-06-07
78,"HP 15-da0011la Laptop 15.6"" HD, Intel Core i5 1.6GHz, 8GB RAM, 1TB HDD, NVIDIA GeForce MX110, Windows 10",17899.0,,18,HP,4.5,HP,15-DA0011LA,Rojo,24.6,0.23,16.0,1366,768,Intel,Intel Core i5,1.6,8,DDR4-SDRAM,GDDR3,8.0,1000,,Serial ATA,,NVIDIA GeForce MX110,,,,802.11bgn,1,2,No,Windows 10,41,1.0,2.6,3PX36LA#ABM,2018-05-30
79,"HP Laptop con pantalla táctil de 14"" para el hogar y el negocio, Ryzen 3-3200U, 8 GB de RAM, 128 GB SSD M.2, doble núcleo hasta 3.50 GHz, Vega 3 Graphics, RJ-45, USB-C, salida 4K HDMI, Bluetooth, cámara web, 1366x768, Windows 10",,,130,HP,4.3,HP,850011107829,,0.2,22.6,14.0,1366,768,AMD,Ryzen 3 2300U,2.6,8,DDR4,DDR4,,128,,Solid State,Radeon Vega 3 Graphics,,,,,"802.11b/g, 802.11bgn, 802.11b",,,,Windows 10,4,2.0,2.0,,2019-11-24
80,"Asus 2019 ROG 15.6"" FHD Gaming Ordenador, Intel Hexa-Core i7-9750H hasta 4,5 GB 16 GB DDR4, 1TB HDD + 512 GB SSD, NVIDIA GeForce GTX 1650, Wi-Fi 802.11ac, HDMI, USB 3.0, Windows 10",36450.0,,123,Asus,4.3,Asus,ASUS ROG,,0.26,26.2,16.0,1920,1080,Intel,Intel Core i7,2.5,16,DDR4,DDR4,128.0,512,,Solid State,NVIDIA GeForce GTX 1650 graphics,Dedicated,DDR3 SDRAM,2,Integrado,802.11ac,,,No Optical Drive,Windows 10,31,3.0,3.9,ROG,2019-06-27
81,"Laptop Razer A638 RZ09-02887E52-R3U1 15.6 "", RTX 2070 | 144Hz FHD | 256GB SSD, Negro",73190.0,,106,Razer,4.0,Razer,,Black,0.18,35.5,16.0,,,Intel,,4.1,16,,,32.0,,,Solid State,GeForce® RTX 2070 Max-Q,Dedicated,,,PCI-E,,,,None,Windows 10 Home,80,4.0,4.2,RZ09-02887E91-R3U1,2019-01-29
82,"Dell COMDEL1170 Computadora Portátil Inspiron 13 5391 Intel Core i7 10a, 8 GB, 13.3 Pulgadas, NVIDIA GeForce MX250, Windows 10 Home, 256 GB M.2 PCIE 35",25963.18,,2,Dell,3.1,Dell,COMDEL1170,,0.07,30.8,13.0,,,Intel,Core i7 Family,4.9,256,DRAM,,8.0,,Flash Memory Solid State,,NVIDIA GeForce MX250,Dedicated,DDR DRAM,,PCI-E,802.11ac,1,1,None,Windows 10 Home,45,4.0,2.0,I5391_i782562GSW10s_520,2019-09-23
83,"Alienware - 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB Hybrid Drive + 128GB Solid State Drive - Silver",,,208,Alienware,4.2,Alienware,AWm15-7830SLV-PUS,,0.2,27.4,16.0,,,Intel,Core i7 8750H,4.1,16,,DDR4,32.0,1000,,Solid State,NVIDIA GeForce GTX 1060,Dedicated,GDDR5,,PCI-E,802.11a/b/g/n,,,No Optical Drive,Windows 10 Home,60,1.0,4.6,AWM15-7830SLV-PUS,2019-01-05
84,"Acer Chromebook 15, Intel Atom X5-E8000 Quad-Core Processor, 15.6"" HD, 4GB LPDDR3, 16GB eMMC, CB3-532-108H 15.4"" 1280 x 800Pixeles Negro computadora Notebook",,,68,Acer,4.1,Acer,CB3-532-108H,Gris,0.24,25.6,16.0,,,Intel,Atom x5 Z8300,2.0,4,,,4.0,16,,Serial ATA,,Integrated,Shared,,Integrado,"802.11abg, 802.11a/b/g/n/ac, 802.11a/b/g/n, 802.11a",,,No Optical Drive,Chrome OS,47,3.0,2.7,CB3-532-108H,2019-07-13
85,"ASUS  GAMER. TUF AL044T. Ryzen 7. 8GB RAM. NVIDIA GeForce GTX 1650. 1TB HDD. Windows 10. 15.6"". Negra",24595.0,26999.0,2,Asus,5.0,Asus,ASUS TUF,Texture - Plastic,26.2,0.25,16.0,,,NVIDIA,Geode GX,2.3,8,,,32.0,,SATA 1TB 5400RPM 2.5' HDD,,NVIDIA GeForce GTX 1650,nvidia_geforce_gtx,,,,802.11ac,,2,,Windows 10,42,1.0,3.4,FX505DT-AL044T,2019-08-05
86,"2020_Dell Inspiron 14"" Laptop 10th Gen Intel Quad-Core i5-1035G4, 8GB DDR4 RAM, 128 GB SSD, WiFi + Bluetooth, HDMI, i5-8265u | 8GB RAM | 256GB SSD",,,374,Dell,4.3,Dell,i3583-i5-8gb-256gb,,0.2,25.9,16.0,1366,768,Intel,Intel Core i5,1.6,8,DDR4,DDR4,0.01,256,,Solid State,Intel UHD Graphics 620,Integrated,DDR4 SDRAM,,Integrado,802.11ac,1,,No Optical Drive,Windows 10,5,2.0,2.8,,2019-11-25
87,"Asus X441BA-CBA6A Laptop Plata Portátil 35.6 cm (14"") 1366 x 768 Pixeles 2.6 GHz AMD A A6-9225 - Ordenador portátil (AMD A, 2.6 GHz, 35.6 cm (14""), 1366 x 768 Pixeles, 4 GB, 500 GB)",,,144,Asus,3.5,Asus,X441BA-CBA6A,Plata,0.28,34.7,14.0,1366,768,AMD,AMD A6,2.6,4,,DDR4,12.0,500,,Serial ATA-600,AMD Radeon R4,No disponible,,,Integrado,802.11bgn,1,,No,Windows 10 Home,45,3.0,2.3,X441BA-CBA6A,2019-03-08
88,"Dell V3468i5Kbs81TW10P1W 1GJDJ NOTEBOOK_COMPUTER, 14inches, Intel Intel_Core_i5_3330S 2.25GHz, 8GB, GB, Windows 10,",19249.43,,3,Dell,3.0,Dell,Dell,,35.0,7.6,14.0,,,Intel,Intel Core i5-3330S,2.25,8,,,8.0,,,,,,,,,Bluetooth,,3,,Windows 10,40,4.0,2.7,V3468i5Kbs81TW10P1W 1GJDJ,2019-02-28
89,"MSI Thin GF75 Laptop, 17.3"" FHD Display, Intel Core i7-9750H Upto 4.5GHz, 32GB RAM, 1TB NVMe SSD + 1TB HDD, NVIDIA GeForce GTX 1050 Ti, HDMI, Wi-Fi, Bluetooth, Windows 10 Pro",,,4,MSI,4.7,MSI,Thin,Negro texturizado,0.23,39.7,17.0,1920,1080,Intel,Core i7 Family,2.6,32,,SODIMM,,1,,Solid State,NVIDIA GeForce GTX 1050 Ti,Dedicated,,4,,802.11ac,,,,Windows 10,,3.0,3.2,GF75,2019-12-22
90,"Dell Inspiron I5570_i7F82T4GSW10s_119 Laptop 15.6"" FHD, Intel Core i7-8550U, 8GB RAM, 2048GB, Windows 10",,,11,Dell,3.7,Dell,Inspiron,,0.1,38.0,16.0,,,Intel,Intel Core i7,4.0,8,,DDR4,16.0,2048,,,,,,,,802.11ac,,3,,Windows 10,42,1.0,3.0,I5570_i7F82T4GSW10s_119,2018-05-11
91,"Acer SF315-41G-R6MP Swift 3, 15.6"" Full HD, AMD Ryzen 7 2700U, Radeon RX 540 Gráficos, 8GB DDR4, 256GB SSD, Windows 10, Negro",18858.35,,64,Acer,3.9,Acer,,Negro,0.19,25.5,16.0,,,AMD,,3.8,8,DDR4,DDR4,8.0,,,,AMD Radeon RX 540,amd_radeon_rx,GDDR5,,Integrado,802.11ac,1,,None,Windows 10 Home,32,4.0,3.0,SF315-41G-R6MP,2018-09-29
92,"Acer Swift 5, 14"" Full HD Touch, 8th Gen Intel Core i5-8250U, 8GB LPDDR3, 256GB SSD, Windows 10, SF514-52T-50AQ",25908.77,,10,Acer,3.6,Acer,,Charcoal Blue,0.15,22.8,14.0,,,Intel,Intel Core i5,1.6,8,,,8.0,256,,,Intel UHD Graphics 620,,,,,802.11ac,,,None,Windows 10 Home,46,2.0,1.9,SF514-52T-50AQ,2017-10-08
93,"Asus ZenBook Pro Duo UX581 15.6"" 4K UHD NanoEdge Bisel Touch, Intel Core i7-9750H, 16GB RAM, 1TB PCIe SSD, GeForce RTX 2060, Innovador Screenpad Plus, 4K Touch | Core i9 | 32G Ram, 15-15.99 Inches",83809.23,,111,Asus,3.9,Asus,ZenBook Pro Duo,,0.24,24.6,16.0,,,Intel,Core i9,5.0,32,DDR4,DDR4,32.0,1,,Solid State,NVIDIA GeForce RTX 2060,Dedicated,GDDR6,,PCI-E,"802.11ax, Bluetooth",,,No Optical Drive,Windows 10 Pro,71,8.0,5.5,UX581GV-XB94T,2019-08-14
94,"Lenovo Flex 14 2-en-1 portÃ¡til Convertible, 14 Pulgadas FHD (1920 x 1080) visualizaciÃ³n tÃ¡ctil, procesador AMD Ryzen 5 3500U, 12 GB DDR4 RAM, 256 GB NVMe SSD, Windows 10, 81SS000DUS, Negro",,,1433,Lenovo,4.4,Lenovo,Flex 14,Negro ónice,0.18,22.9,14.0,1920,1080,AMD,AMD R Series,2.1,12,DDR4,DDR4,8.0,,,Serial ATA,AMD Radeon Vega 8,Integrated,GDDR6,,Integrado,Bluetooth,,,None,Windows 10,45,4.0,2.2,81SS0005US,2019-07-11
95,"MSI GF75 Thin 120Hz FHD Gaming Laptop Intel Core i7-9750H, NVIDIA GTX 1650, 16 GB, 512 GB Nvme SSD, Win10, GTX1650, i7-9750, 512 GB., 17""-3099 Inches",,,92,MSI,4.5,MSI,GF75 THIN 9SC-278,,0.23,26.0,17.0,,,Intel,Intel Core i7,2.6,16,DDR4,SODIMM,64.0,512,,Solid State,NVIDIA GeForce GTX 1650,Dedicated,GDDR5,,PCI-E,802.11ac,,,No Optical Drive,Windows 10,51,3.0,4.0,GF75 THIN 9SC-278,2019-09-19
96,"Acer Aspire 5, 15.6"" Full HD IPS visualización, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB PCIe NVMe SSD, Teclado retroiluminado, Lector de Huellas Dactilares, Windows 10 Home, A515-54-51DJ",,,1477,Acer,4.4,Acer,A515-54-51DJ,Plateado,0.18,25.0,16.0,,,Intel,Intel Core i5,3.9,8,DDR4,DDR4,16.0,256,,Solid State,Intel UHD Graphics 620,,Shared,,Integrado,802.11ac,1,,None,Windows 10,38,3.0,2.6,A515-54-51DJ,2019-05-25
97,"Acer E5-576-392H Aspire E 15 Laptop Full HD, 8º Gen Intel Core i3-8130U, 6GB de memoria RAM, 1TB HDD, 8X DVD, Negro obsidiana, 15.6 pulgadas [Teclado ingles]",,,2621,Acer,4.2,Acer,Aspire E series,Negro obsidiana,0.3,25.9,16.0,,,Intel,Intel Core i3,2.2,6,,DDR3,32.0,1000,,Serial ATA,Intel HD Graphics 620,,DDR3 SDRAM,,PCI-E,802.11ac,1,,DVD-RW,Windows 10,28,6.0,3.1,E5-576-392H,2018-03-27
98,"HP Envy X360 2-in-1 Touchscreen Laptop 15.6"" FHD i7-10510U Business PC, 32GB RAM, 1TB SSD, Quad-Core up to 4.90 GHz, USB-C, Fingerprint, Backlight Keyboard, B&O Speakers, Webcam, Win 10",,,1,HP,5.0,HP,850011102701,,0.18,24.6,16.0,1920,1080,Intel,Intel Core i7,1.8,32,DDR4,DDR4,,1,,Solid State,Intel UHD Graphics,,,,,802.11ac,,,,Windows 10,53,4.0,2.8,,2019-11-27
99,"Lenovo 81F400BELM NOTEBOOK_COMPUTER, 14inches, Intel Intel_Core_i5_3330S 1.60GHz, 8GB, GB, Windows 10,",13498.98,14999.01,1,Lenovo,3.0,Lenovo,Lenovo,Plata,30.5,6.5,14.0,1366,768,Intel,Intel Core i5-3330S,1.6,8,8GB DDR4 2400MHz,SODIMM,12.0,1,,ATA-3,,,,,,Bluetooth,,3,,Windows 10,30,3.0,2.1,81F400BELM,2019-05-02
100,"Laptop Gamer ROG GL504GS-DS74 Tablet 15.6 "", Wi-Fi, 500 GB, 4 GB de RAM, Athlon Dual Core 2.2 GHz, DOS",48799.0,,44,ROG,4.4,ROG,ASUS,,0.26,26.2,16.0,,,AMD,Athlon Dual Core,2.2,16,DDR3,DDR4,4.0,500,,,NVIDIA GeForce GTX 1070,nvidia_geforce_gtx_1070,,,PCI-E,802.11a/b/g/n/ac,,2,None,DOS,66,4.0,4.4,GL504GS-DS74,2018-07-28
101,"Bean Information Technology bit W10046APS Core+ Windows 10 Desmontable PC, Cherry Trail CPU, 4GB RAM 64GB Almacenamiento, HD Touchscreen 10.1"", Plata Disco Duro Externo, Plateado, 64 GB",5730.26,,5,Bean Information Technology,2.5,Bean Information Technology,,Plateado,0.17,17.1,10.0,,,Intel,Atom Z8300,1.44,4,,,4.0,64,,,Intel HD Graphics,,,,,Bluetooth,2,,None,Windows 10 Home,25,,1.7,W10046APS,2016-10-03
102,"Acer Spin 5 SP515-51GN-83YY, 15.6"" Full HD Touch, 8th Gen 15.6"" 1366 x 768Pixeles visualización táctil Plata Híbrido (2-en-1), Spin 5, Gris Acero, 15-15.99 inches",26817.29,,40,Acer,3.3,Acer,SP515-51GN-83YY,Steel Gray,0.18,38.2,16.0,,,Intel,Intel Core i7,4.0,8,,,16.0,1000,,Serial ATA,NVIDIA GeForce GTX 1050,nvidia_geforce_gtx_1050,GDDR5,,PCI-E,802.11ac,1,,None,Windows 10 Home,32,4.0,3.3,SP515-51GN-83YY,2018-07-28
103,"VAIO VJS131X0211B Laptop 13.3"" Full HD, Intel Core i5-6200U, 8 GB RAM, 128 GB (Solid State Drive) SSD, Windows 10 Home",,,22,VAIO,3.6,VAIO,S,,21.7,0.18,13.0,,,Intel,Core i5 6200U,2.3,8,,,8.0,128,,Serial ATA,integrated_graphics,,,,Integrado,802.11ac,,,None,Windows 10,31,,2.2,VJS131X0211B,2016-03-01
104,"Dell i3185-A760GRY Inspiron 3000 3185 11.6"" Laptop PC, AMD A6-9220e, 4GB Memory, 32GB EMMC Storage, Grey, Windows 10 11.6"" computadora Notebook",,,26,Dell,3.7,Dell,Dell Inspiron,gris,7.9,26.4,12.0,,,Intel,8032,2.4,4,,,32.0,32,,,AMD Radeon R4,Integrated,,,Integrado,802.11bgn,1,,None,Windows 10 Home,32,4.0,2.0,i3185-A760GRY,2018-04-19
105,"Acer Swift 3 Laptop, 14"" Full HD, 8th Gen Intel Core 14"" Full HD computadora Notebook, Core i7 con gráficos, 14-14.99 Inches",26319.69,,65,Acer,4.1,Acer,SF314-55G-78U1,,0.15,22.8,14.0,,,Intel,Intel Core i7,4.6,8,DDR4,DDR4,8.0,256,,Solid State,NVIDIA GeForce,Dedicated,GDDR5,,Integrado,Bluetooth,,,None,Windows 10 Home,38,4.0,2.3,SF314-55G-78U1,2019-01-24
106,"MSI GL63 8RC-069 15.6"" Full HD Performance Gaming Laptop Core i5-8300H (4 núcleos) GTX 1050 4G, 8GB 256GB SSD",29290.0,33099.44,10,MSI,4.0,MSI,GL63 8RC-069,Negro,0.29,26.0,16.0,,,Intel,Intel Core i7,3.9,8,DDR3,SDRAM,32.0,500,,,NVIDIA GeForce GTX 1050,nvidia_geforce_gtx_1050,DDR4 SDRAM,,PCI-E,802.11g,,2,None,Windows 10,41,6.0,4.0,GL63 8RC-069,2018-07-10
107,"2017 Lenovo 320-15ABR 15.6 ""HD Pantalla LCD con retroiluminación LED para PC, AMD A12-9720P 8GB DDR4 RAM 1TB HDD DVD WIFI Bluetooth HDMI AMD Radeon R7 Windows 10 -gris platino",,,31,Lenovo,3.9,Lenovo,320-15ABR,Platino/Gris,0.23,25.9,16.0,1366,768,AMD,AMD A Series,2.7,8,"SO-DIMM, DDR4",DDR3,16.0,1,,Serial ATA,AMD Radeon R7,amd_radeon_r7,DDR3 SDRAM,,,802.11ac,,,,Windows 10,35,2.0,2.7,320-15ABR,2017-10-05
108,"HP Envy x360-15.6"" FHD Touch - 10th gen i7-10510U - 12GB - 512GB SSD+16GB Optane",,,16,HP,4.6,HP,HP Envy,,0.18,24.6,16.0,,,Intel,,,16,,DDR4,16.0,,,,,Integrated,DDR3 SDRAM,2,Integrado,,,,No Optical Drive,Windows 10 Home,55,4.0,3.0,15M-DR1012DX,2019-11-11
109,"ASUS L402WA-EH21 Thin and Light 14” HD Laptop; AMD E2-6110 Quad Core 1.5GHz Processor,AMD Radeon R2 Graphics,4GB RAM,32GB eMMC Flash Storage,Windows 10 S with FREE 1yr Office 365 Subscription Included",,,672,Asus,3.6,Asus,Vivobook,,0.23,23.6,14.0,,,AMD,E2-6110,1.5,4,,DDR3,4.0,32,,Solid State,AMD Radeon R2,amd _radeon_r2,Shared,4,Integrado,"802.11ac, Bluetooth",1,,No Optical Drive,Windows 10 S,32,3.0,2.2,L402WA-EH21,2017-11-06
110,"RCA Viking Pro Blue Edition 10 Inch Touchscreen 2 In 1 Tablet Laptop (Quad-Core Processor, 32G storage, Detachable Keyboard, Free Office Moblie APP, IPS Display, Android 5.0)",,,172,RCA,3.8,RCA,VikingProBlue,Azul,0.1,16.5,10.0,,,ARM,,1.4,1,,DDR,,32,,Serial ATA,,,,,,"802.11bgn, Bluetooth",,,,Android,4,2.0,1.2,Viking Pro,2017-06-13
