name,price_current,price_original,reviews_number,seller,score,Marca,Series,Color,Alto del producto,Ancho del producto,Tamaño de la pantalla,Resolución de la pantalla,Marca del procesador,Tipo de procesador,Velocidad del procesador,Tamaño de RAM,Tecnología de la memoria,Tipo de memoria del equipo,Memoria máxima compatible,Tamaño de la unidad de disco duro,Descripción del disco duro,Interfaz de la unidad de disco duro,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,Tamaño de RAM de la tarjeta gráfica,Interfaz de la tarjeta gráfica,Tipo de conexión inalámbrica,Número de puertos USB 2.0,Número de puertos USB 3.0,Tipo de unidad óptica,Sistema operativo,Lithium Battery Energy Content,Number of Lithium Ion Cells, ,Peso del envío,Número de modelo del producto,Producto en Amazon.com.mx desde
"
                
                    
                    
                

                
                    
                    
                        2020 HP 15.6"" Touchscreen Laptop Computer, Quad-Core AMD Ryzen 7 3700U up to 4.0GHz, 12GB DDR4 RAM, 256GB PCIe SSD, 802.11ac WiFi, Bluetooth 4.2, USB 3.1 Type-C, HDMI, Silver, Windows 10 Home
                    
                

                
                    
                    
                
            ","$21,099.00",,19 calificaciones,HP,4.4 de 5 estrellas,HP,15-ef,,20 millimeters,24.2 centimeter,15.6 inches,1366x768,AMD,AMD R Series,2.30 GHz,12 GB,"SDRAM, DDR4",DDR4 SDRAM,12 GB,256 GB,,PCIE x 4,AMD Radeon RX Vega 10 Graphics,amd_radeon_rx,DDR3 SDRAM,2 MB,Integrado,"802.11b/g, 802.11ac, 802.11bgn, 802.11b",,,No Optical Drive,Windows 10,41 watt_hours,3, ,2.2 Kg,15-ef,12 de enero de 2020
"
                
                    
                    
                

                
                    
                    
                        Lenovo Laptop Gaming Legion Y740-15IRH 17.3"", NVIDIA GEFORCE RTX 2070_TI, Intel Core i7, RAM 32GB, 512GB SSD + 1TB HDD Negro
                    
                

                
                    
                    
                
            ","$53,999.00"," $59,999.00",4 calificaciones,Lenovo,3.3 de 5 estrellas,Lenovo,Legion,Negro,30.5 centimeter,22 millimeters,17.3 inches,,Intel,Intel Core i7,2.6 GHz,32 GB,DDR3,DDR4 SDRAM,32 GB,1000 GB,,,NVIDIA GeForce RTX 2070,,,,PCI,802.11bgn,,1,None,Windows 10,5 watt_hours,3, ,5.4 Kg,Legion Y740-17IRHg,26 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        Acer Swift 3, 14"" Full HD IPS, 10th Gen Intel Core i5-1035G1, 8GB LPDDR4, 256 GB PCIe NVMe SSD, Intel Wireless Wi-Fi 6 AX201 802.11ax, Teclado retroiluminado, Windows 10, SF314-57-59EY, Gris
                    
                

                
                    
                    
                
            ","$19,024.05",,7 calificaciones,Acer,3.7 de 5 estrellas,Acer,SF314-57-59EY,Gris,16 millimeters,21.7 centimeter,14 inches,,Intel,,,8 GB,LPDDR4,,8 GB,256 GB,,Solid State,,Integrated,Shared,,Integrado,802.11ax,1,,No Optical Drive,Windows 10 Home,4200 milliamp_hours,3, ,2 Kg,SF314-57-59EY,6 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo Laptop IdeaPad S340-15API 15.6"", AMD RYZEN3, RAM 8GB, 2TB HDD Silver
                    
                

                
                    
                    
                
            ","$11,599.00"," $12,499.00",7 calificaciones,Lenovo,4.2 de 5 estrellas,Lenovo,IdeaPad S340-15API,Plata,24.5 centimeter,18 millimeters,15.6 inches,,AMD,None,3.5 GHz,8 GB,DDR3,DDR4 SDRAM,12 GB,2000 GB,,,,,,,Integrado,802.11bgn,,2,None,Windows 10,5 watt_hours,3, ,2.5 Kg,81NC0026LM,26 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        HP 14 Series 14"" HD SVA BrightView WLED-Backlit Laptop, Intel 10th Gen Core i3-1005G1 up to 3.4GHz, 4GB DDR4, 128GB SSD, USB 3.1-C, Webcam, 802.11ac, Bluetooth, HDMI, Windows 10 Home in S Mode
                    
                

                
                    
                    
                
            ","$13,590.00",,2 calificaciones,HP,5.0 de 5 estrellas,HP,Notebook,,18 millimeters,32.4 centimeter,14 inches,,Intel,Intel Core i3,3.40 GHz,4 GB,DDR4,DDR4 SDRAM,,128 GB,,USB,Intel® UHD Graphics,,,,,802.11ac,,,,Windows 10,41.90 watt_hours,3, ,2 Kg,HP 14,18 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        LAPTOP GAMING DELL ALIENWARE M15 15.6"", GEFORCE RTX 2080,  CORE i7 8 Gen. RAM 16GB, 1TB DD + 256SSD PLATA (A15OR_i716125680W10s_120)
                    
                

                
                    
                    
                
            ","$69,999.01",,,Alienware,,Alienware,Alienware m15,,10 millimeters,36.3 centimeter,15.6 inches,,Intel,Intel Core i7,4.1 GHz,16 GB,,,16 GB,1000 GB,,,NVIDIA GeForce RTX 2080,,,,,802.11ac,,,,Windows 10,60 watt_hours,3, ,4.9 Kg,A15OR_i716125680W10s_120,25 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus TUF Thin & Light Gaming Laptop PC (FX504), 8th Gen Intel Core i7 | GTX 1050 Ti 4GB, Black Matter Edition
                    
                

                
                    
                    
                
            ","$24,399.00",,506 calificaciones,Asus,4.2 de 5 estrellas,Asus,FX504GE-ES72,Negro,25 millimeters,26.2 centimeter,15.6 inches,1920 x 1080 Pixeles,Intel,,2.2 GHz,8 GB,DDR4-SDRAM,DDR4 SDRAM,32 GB,256 GB,,Serial ATA-600,NVIDIA GeForce GTX 1050 Ti,NVIDIA GeForce GTX 1050 Ti,GDDR5,,PCI-E,802.11a/b/g/n/ac,1,,No,Windows 10 Home,48 watt_hours,4, ,3.5 Kg,FX504GE-ES72,8 de julio de 2018
"
                
                    
                    
                

                
                    
                    
                        ASUS VivoBook BR410T. AMD 2-Core A6. 6GB RAM. 1TB HDD.Windows 10.  15.6"". Roja
                    
                

                
                    
                    
                
            ","$10,999.00",,,Asus,,Asus,ASUS VivoBook 15,Rojo,24.3 centimeter,20 millimeters,15.6 inches,,AMD,Apple A6,2.6 GHz,4 GB,,,6 GB,,SATA 1TB 5400RPM 2.5' HDD,,AMD Radeon R4,,,,,802.11ac,,1,,Windows 10,42 watt_hours,1, ,2.5 Kg,X505BA-BR410T,5 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        MSI Prestige 15 A10SC-210MX 15.6"" 60Hz FHD Content Creator Laptop, Intel Core I7-10710U, 16GB RAM, GTX1650 MAX Q 4GB, 512GB SSD, Win10 Pro
                    
                

                
                    
                    
                
            ","$45,999.00",,1 calificación,MSI,5.0 de 5 estrellas,MSI,Prestige 15,Negro,23.4 centimeter,16 millimeters,15.6 inches,,Intel,Intel Core i7,2.3 GHz,4 GB,DDR,DDR SDRAM,32 GB,,,,,,,,,802.11ac,,2,,Windows 10,82 watt_hours,, ,3.7 Kg,Prestige 15 A10SC-210MX,1 de octubre de 2019
"
                
                    
                    
                

                
                    
                    
                        Acer Chromebook 15 CB3-532-C42P Negro 39.6 cm (15.6"") 1366 x 768 Pixeles 1.6 GHz Intel® Celeron® N3060 - Ordenador portátil (Intel® Celeron®, 1.6 GHz, 39.6 cm (15.6""), 1366 x 768 Pixeles, 4 GB, 16 GB)
                    
                

                
                    
                    
                
            ","$7,046.36",,108 calificaciones,Acer,4.0 de 5 estrellas,Acer,CB3-532-C42P,Negro,24 millimeters,25.6 centimeter,15.6 inches,1366 x 768 Pixeles,Intel,Intel Celeron,1.6 GHz,4 GB,LPDDR3-SDRAM,DDR3 SDRAM,4 GB,16 GB,SSD,eSATA,Intel HD Graphics 400,No disponible,Shared,,Integrado,Bluetooth,,,No,Chrome OS,56 watt_hours,3, ,2.7 Kg,CB3-532-C42P,26 de mayo de 2017
"
                
                    
                    
                

                
                    
                    
                        Asus Vivobook S15 S532 Portátil Delgado y Ligero de 15,6"" FHD, Intel Core i5-10210U CPU, 8GB DDR4 RAM, 512 GB PCIe SSD, Windows 10 Home, cámara IR S532FA-DH55, Musgo Verde, 15-15.99 Inches
                    
                

                
                    
                    
                
            ","$22,388.81",,5 calificaciones,Asus,3.1 de 5 estrellas,Asus,VivoBook S15 S532,Musgo verde,18 millimeters,23.1 centimeter,15.6 inches,,Intel,,,8 GB,DDR4,DDR4 SDRAM,12 GB,512 GB,,Solid State,Intel UHD Graphics,Integrated,Shared,8 GB,Integrado,"802.11ax, Bluetooth",2,,No Optical Drive,Windows 10 Home,42 watt_hours,3, ,2.9 Kg,S532FA-DH55-GN,21 de marzo de 2020
"
                
                    
                    
                

                
                    
                    
                        HP 15-da0016la Laptop 15.6"" HD, Intel Core i7-8550U 1.8GHz, 4GB RAM, 1TB HDD, Gráficos Intel UHD 620, Windows 10
                    
                

                
                    
                    
                
            ",,,6 calificaciones,HP,4.2 de 5 estrellas,HP,15-da0016la,Gris,5 centimeter,40 centimeter,15.6 inches,1366 x 768 Pixeles,All winner,Intel Core i7,3 GHz,4 GB,DDR4-SDRAM,,1024 GB,1000 GB,,,Intel UHD Graphics 620,No disponible,,,,Bluetooth,1,2,,Windows 10,41 watt_hours,2, ,2.5 Kg,3PX68LA,30 de mayo de 2018
"
                
                    
                    
                

                
                    
                    
                        HP Premium 17-CA1003CY 17.3 Inch HD+ Touchscreen Laptop 2TB HDD (2.4GHz AMD Ryzen 7 Quad Core, 12GB DDR RAM, RX Vega 10 Graphics, Windows 10 Home) Blue
                    
                

                
                    
                    
                
            ","$28,650.00",,1 calificación,HP,4.0 de 5 estrellas,HP,HP Notebook 17-ca1003cy,Azul,24 millimeters,27.2 centimeter,17.3 inches,1600 x 900,AMD,AMD Ryzen 7,2.40 GHz,12 GB,"DDR, SDRAM",DDR4 SDRAM,,2 TB,,eSATA,AMD Radeon RX Vega 10,amd_radeon_rx,,,,802.11ac,,,,Windows 10,41 watt_hours,3, ,3.6 Kg,8LY28UA#ABA,7 de enero de 2020
"
                
                    
                    
                

                
                    
                    
                        LAPTOP GAMING DELL G7 17.3"", GEFORCE RTX 2060,  CORE i7 8 Gen. RAM 16GB, 1TB DD + 256SSD NEGRO (G717Vu_i7N16125660W10s_120)
                    
                

                
                    
                    
                
            ","$42,650.00",,14 calificaciones,Dell,3.6 de 5 estrellas,Dell,COMDEL750,Negro,10 millimeters,40.4 centimeter,17.3 inches,,Intel,Core i7 8750H,4.1,256 GB,DRAM,,16 GB,1000 GB,Flash Memory Solid State,,,Dedicated,DDR DRAM,,PCI-E,802.11ac,1,1,None,Windows 10 Home,60 watt_hours,4, ,4.7 Kg,G717Vu_i7N16125660W10s_120,14 de junio de 2019
"
                
                    
                    
                

                
                    
                    
                        Razer Blade Stealth 13 Ultrabook portátil: Intel Core i7-8565U 4-Core, Intel UHD Graphics 620, 13.3"" FHD 1080p, 8 GB de RAM, 256 GB SSD - Aluminio CNC, FHD 1080p., Intel UHD Graphics 620
                    
                

                
                    
                    
                
            ","$41,199.00",,203 calificaciones,Razer,4.2 de 5 estrellas,Razer,Blade Stealth,,15 millimeters,30.2 centimeter,13.3 inches,,Intel,,,16 GB,,,32 GB,,,Solid State,Intel HD Graphics 620,Integrated,GDDR5,,PCI-E,Infrared,2,,None,Windows 10 Home,10 watt_hours,3, ,2 Kg,RZ09-02810E71-R3U1,14 de diciembre de 2018
"
                
                    
                    
                

                
                    
                    
                        ASUS ZenBook Flip 14 Ultra Slim Convertible Laptop, 14"" Full HD Wideview, 8th Gen Intel Core i7-8565U Processor, 16GB LPDDR3, 512GB NVMe PCIe SSD, GeForce MX150, Stylus, Windows 10 - UX461FN-DH74T
                    
                

                
                    
                    
                
            ","$31,699.00",,73 calificaciones,Asus,3.9 de 5 estrellas,Asus,ASUS,,13 millimeters,22.6 centimeter,14 inches,,Intel,Intel Core i7,4.6 GHz,16 GB,DDR3,,16 GB,512 GB,,Solid State,NVIDIA GeForce MX150,,GDDR5,,PCI-E,802.11a/b/g/n/ac,,2,None,Windows 10 Home,57 watt_hours,3, ,2.7 Kg,UX461FN-DH74T,1 de diciembre de 2018
"
                
                    
                    
                

                
                    
                    
                        Lenovo Ideapad L340 - Laptop de Juego con Microsoft Office Home y Student 2019, Portátil , Negro, 15.6""
                    
                

                
                    
                    
                
            ","$24,290.14",,454 calificaciones,Lenovo,4.4 de 5 estrellas,Lenovo,L340 Gaming,Black,24 millimeters,25.5 centimeter,15.6 inches,1600x1200 pixels,Intel,Intel Core i5,2.4 GHz,8 GB,,SODIMM,8 GB,512 GB,,Solid State,NVIDIA GeForce,,GDDR5,,Integrado,Bluetooth,,,None,Windows 10,45 watt_hours,3, ,3.2 Kg,81LK00HDUS,6 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo Ideapad 530S Laptop de 14 Pulgadas
                    
                

                
                    
                    
                
            ","$21,388.12",,2 calificaciones,Lenovo,4.5 de 5 estrellas,Lenovo,IdeaPad 530s,Negro,15 millimeters,32.3 centimeter,14 inches,,AMD,Ryzen 5 2500U,2,8 GB,,,16 GB,,,Solid State,AMD Radeon Vega 8,,DDR4 SDRAM,,Integrado,802.11ac,,,None,Windows 10,45 watt_hours,4, ,2.1 Kg,81H1000SUS,12 de octubre de 2018
"
                
                    
                    
                

                
                    
                    
                        ASUS VivoBook BR349T. Intel Core i7. 8GB RAM. 1TB HDD. Windows 10. 15.6"". Gris
                    
                

                
                    
                    
                
            ",,,12 calificaciones,Asus,3.4 de 5 estrellas,Asus,ASUS X Series,Grey,19 millimeters,36.1 centimeter,15.6 inches,,Intel,Intel Core i7,2.5 GHz,8 GB,DDR3,DDR4 SDRAM,16 GB,1000 GB,,,,nvidia_geforce_940mx,,,,802.11bgn,,1,,Windows 10,65 watt_hours,, ,2.7 Kg,X510UQ-BR349T,26 de marzo de 2018
"
                
                    
                    
                

                
                    
                    
                        Dell I3480_i541TBW10s_120 Notebook_Computer,, 14inches, Intel Core_i5 3.9GHz, 4GB,, 1000GB, Windows 10,
                    
                

                
                    
                    
                
            ","$14,249.01",,5 calificaciones,Dell,2.8 de 5 estrellas,Dell,Inspiron,,10 millimeters,33.9 centimeter,14 inches,,Intel,Intel Core i5,3.9 GHz,4 GB,,,4 GB,1000 GB,,,,,,,,802.11ac,,2,,Windows 10,42 watt_hours,3, ,2.5 Kg,I3480_i541TBW10s_120,18 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus Chromebook Flip C436 2-in-1 Laptop, 14"" Touchscreen FHD 4-Way NanoEdge, Intel Core i3-10110U, 128GB PCIe SSD, Fingerprint, Backlit KB, Wi-Fi 6, Chrome OS, C436FA-DS388T, Magnesium-Alloy, Silver
                    
                

                
                    
                    
                
            ","$22,413.64",,2 calificaciones,Asus,3.0 de 5 estrellas,Asus,Chromebook Flip,,14 millimeters,20.6 centimeter,14 inches,,Intel,Intel Core i3,4.1 GHz,8 GB,,DDR3 SDRAM,8 GB,,,,Intel UHD Graphics,Integrated,Shared,,Integrado,"802.11ax, Bluetooth",,,No Optical Drive,Chrome OS,42 watt_hours,3, ,2.7 Kg,C436FA-DS388T,24 de febrero de 2020
